1;Roofing materials;Roofing materials;Fixings for roofing;Саморез 5,5*25 AlZn (с шайбой)  упак 250 шт;null;1;пач;none;178,25;грн.;false;img\error.jpg
2;Roofing materials;Roofing materials;metal;Відвід нерж. НН. 90*, 120мм.гофр.;null;1;шт.;none;49,45;грн.;false;img\error.jpg
3;Roofing materials;Roofing materials;roof Metrotile ;Бок. прим. лев.  Метротайл COFFEE ;null;1;шт.;none;317,57;грн.;false;img\error.jpg
4;Roofing materials;Roofing materials;roof Metrotile ;Бок. прим. прав.  Метротайл COFFEE ;null;1;шт.;none;317,57;грн.;false;img\error.jpg
5;Roofing materials;Roofing materials;roof Metrotile ;Бок. прим. универ.  Метротайл COFFEE ;null;1;шт.;none;337,49;грн.;false;img\error.jpg
6;Roofing materials;Roofing materials;roof Metrotile ;Боковой фартук Метротайл COFFEE (1365 мм);null;1;шт.;none;307,1;грн.;false;img\error.jpg
7;Roofing materials;Roofing materials;roof Metrotile ;Гвозди спец Метролайт чорн 91-BLA-NAILS ;null;1;кг;none;493,57;грн.;false;img\error.jpg
8;Roofing materials;Roofing materials;roof Metrotile ;Гвозди спец. Метротайл черные;null;1;кг;none;322;грн.;false;img\error.jpg
9;Roofing materials;Roofing materials;roof Metrotile ;Гребень полукругл. один. Метротайл COFFEE;null;1;шт.;none;220,3;грн.;false;img\error.jpg
10;Roofing materials;Roofing materials;roof Metrotile ;Гребень полукругл. потр. Метротайл COFFEE;null;1;шт.;none;485;грн.;false;img\error.jpg
11;Roofing materials;Roofing materials;roof Metrotile ;Карнизная планка Метротайл COFFEE (1365 мм);null;1;шт.;none;333,99;грн.;false;img\error.jpg
12;Roofing materials;Roofing materials;roof Metrotile ;Лист Метротайл COFFEE;null;1;шт.;none;193,71;грн.;false;img\error.jpg
13;Roofing materials;Roofing materials;roof Metrotile ;Набор для ремонта Метротайл COFFEE;null;1;шт.;none;155,4;грн.;false;img\error.jpg
14;Roofing materials;Roofing materials;roof Metrotile ;Планка торцевая левая Метротайл COFFEE;null;1;шт.;none;329,81;грн.;false;img\error.jpg
15;Roofing materials;Roofing materials;roof Metrotile ;Планка торцевая правая Метротайл COFFEE;null;1;шт.;none;329,81;грн.;false;img\error.jpg
16;Roofing materials;Roofing materials;roof Metrotile ;Плоский лист  Метротайл COFFEE ;null;1;шт.;none;361,95;грн.;false;img\error.jpg
17;Roofing materials;Roofing materials;roof Metrotile ;Лист плоский;null;1;м.кв.;none;241,3;грн.;false;img\error.jpg
18;Roofing materials;Roofing materials;metal BudSvit;Саморез 4,8*35 мм RAL-8004 дер.;null;1;шт.;none;0,79;грн.;false;img\error.jpg
19;Roofing materials;Roofing materials;metal BudSvit;Саморез 4,8*35 мм RAL-8017 дер. шоколад;null;1;шт.;none;0,79;грн.;false;img\error.jpg
20;Roofing materials;Roofing materials;metal BudSvit;Саморез 4,8*35 мм RAL-8019 дер. тем. шоколад;null;1;шт.;none;0,79;грн.;false;img\error.jpg
21;Roofing materials;Roofing materials;metal ect;Примыкание (штроба) 10*100*20*10*10 2м 9006 глян;null;1;шт.;none;94,3;грн.;false;img\error.jpg
22;Roofing materials;Roofing materials;metal Stalex;Ендова декоративная Тип 1 0,45 РЕ (9006, Словакия (USS Steel Kosice));null;1;шт.;none;39;грн.;false;img\error.jpg
23;Roofing materials;Roofing materials;metal Stalex;Металочерепица Valencia 350/15 0,45* 1195 РЕ (9006, Словакия USS Steel Kosice));null;1;м.кв.;none;89,9;грн.;false;img\error.jpg
24;Roofing materials;Roofing materials;metal Stalex;Планка ветровая Тип 1 0,45 РЕ (1003), Турция;null;1;пог.м;none;50,9;грн.;false;img\error.jpg
25;Roofing materials;Roofing materials;metal Stalex;Планка ветровая Тип 1 0,45 РЕ (9006, Словакия (USS Steel Kosice));null;1;м.п.;none;39;грн.;false;img\error.jpg
26;Roofing materials;Roofing materials;metal Stalex;Планка карнизная Тип 1 0,45 РЕ (9006, Словакия (USS Steel Kosice));null;1;м.п.;none;39;грн.;false;img\error.jpg
27;Roofing materials;Roofing materials;metal Stalex;Планка конька Тип 1 0,45 РЕ (9006, Словакия (USS Steel Kosice));null;1;м.п.;none;39;грн.;false;img\error.jpg
28;Roofing materials;Roofing materials;metal Stalex;Планка П-образная ПС-8 0,5*2,0 РЕ (Корея);null;1;м.п.;none;15,9;грн.;false;img\error.jpg
29;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый НС-35 0,5*1100 Zn (Украина-Мариуполь);null;1;м.кв.;none;86,9;грн.;false;img\error.jpg
30;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый ПС-18 сторона Б 0,45*1140 РЕ (1003) Турция;null;1;м.кв.;none;139,9;грн.;false;img\error.jpg
31;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый ПС-6 0,5 РЕ (Корея);null;1;м.кв.;none;105,9;грн.;false;img\error.jpg
32;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый ПС-8 (9003);null;1;м.кв.;none;106,9;грн.;false;img\error.jpg
33;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый ПС-8 0,4*1200 Zn (Zn, Румыния), длина 2,1;null;1;м.кв.;none;48,2;грн.;false;img\error.jpg
34;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый ПС-8 0,4*1200 Zn (Zn, Румыния), длина 2,5;null;1;м.кв.;none;48,2;грн.;false;img\error.jpg
35;Roofing materials;Roofing materials;metal Stalex;Профиль стальной листовой гнутый ПС-8 0,4*1200 Zn (Zn, Румыния), длина 4;null;1;м.кв.;none;48,2;грн.;false;img\error.jpg
